Model,MSO64
Channel,CH1,,Channel,CH2,,Channel,CH3
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,5000,,Record Length,5000,,Record Length,5000
Zero Index,2449.53125000,,Zero Index,2449.53125000,,Zero Index,2449.53125000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,-0.680000,,yPosition,-2.140000,,yPosition,0.000000

Labels,,,
TIME,CH1,CH2,CH3
-9.79812500e-08,-7.99375000e-03,3.05000000e-03,3.40312500e-03
-9.79412500e-08,-8.05000000e-03,3.04843750e-03,3.42500000e-03
-9.79012500e-08,-8.10312500e-03,3.04062500e-03,3.45312500e-03
-9.78612500e-08,-8.14687500e-03,3.02812500e-03,3.48437500e-03
-9.78212500e-08,-8.18125000e-03,3.01250000e-03,3.52187500e-03
-9.77812500e-08,-8.20937500e-03,2.99375000e-03,3.56250000e-03
-9.77412500e-08,-8.22812500e-03,2.97343750e-03,3.60000000e-03
-9.77012500e-08,-8.23750000e-03,2.95312500e-03,3.64062500e-03
-9.76612500e-08,-8.23750000e-03,2.93281250e-03,3.67500000e-03
-9.76212500e-08,-8.22812500e-03,2.91406250e-03,3.70937500e-03
-9.75812500e-08,-8.21250000e-03,2.89843750e-03,3.73437500e-03
-9.75412500e-08,-8.18750000e-03,2.88593750e-03,3.75312500e-03
-9.75012500e-08,-8.15937500e-03,2.87812500e-03,3.76562500e-03
-9.74612500e-08,-8.12812500e-03,2.87343750e-03,3.76875000e-03
-9.74212500e-08,-8.09687500e-03,2.87343750e-03,3.76250000e-03
-9.73812500e-08,-8.06250000e-03,2.87812500e-03,3.75000000e-03
-9.73412500e-08,-8.03437500e-03,2.88750000e-03,3.72812500e-03
-9.73012500e-08,-8.00937500e-03,2.90000000e-03,3.70000000e-03
-9.72612500e-08,-7.98750000e-03,2.91562500e-03,3.66562500e-03
-9.72212500e-08,-7.97812500e-03,2.93437500e-03,3.62500000e-03
-9.71812500e-08,-7.97500000e-03,2.95312500e-03,3.58125000e-03
-9.71412500e-08,-7.98125000e-03,2.97187500e-03,3.53750000e-03
-9.71012500e-08,-7.99687500e-03,2.98906250e-03,3.49375000e-03
-9.70612500e-08,-8.02187500e-03,3.00468750e-03,3.45312500e-03
-9.70212500e-08,-8.05937500e-03,3.01718750e-03,3.41250000e-03
-9.69812500e-08,-8.10625000e-03,3.02656250e-03,3.37500000e-03
-9.69412500e-08,-8.15937500e-03,3.03125000e-03,3.34687500e-03
-9.69012500e-08,-8.22187500e-03,3.03125000e-03,3.32187500e-03
-9.68612500e-08,-8.29062500e-03,3.02656250e-03,3.30312500e-03
-9.68212500e-08,-8.36250000e-03,3.01562500e-03,3.29062500e-03
-9.67812500e-08,-8.43750000e-03,3.00156250e-03,3.28437500e-03
-9.67412500e-08,-8.51250000e-03,2.98281250e-03,3.28125000e-03
-9.67012500e-08,-8.58437500e-03,2.95937500e-03,3.28437500e-03
-9.66612500e-08,-8.65625000e-03,2.93437500e-03,3.29062500e-03
-9.66212500e-08,-8.72500000e-03,2.90468750e-03,3.30000000e-03
-9.65812500e-08,-8.78750000e-03,2.87500000e-03,3.30937500e-03
-9.65412500e-08,-8.84375000e-03,2.84375000e-03,3.32187500e-03
-9.65012500e-08,-8.89375000e-03,2.81093750e-03,3.32812500e-03
-9.64612500e-08,-8.93437500e-03,2.77968750e-03,3.33437500e-03
-9.64212500e-08,-8.96875000e-03,2.74843750e-03,3.33750000e-03
-9.63812500e-08,-8.99375000e-03,2.72031250e-03,3.33437500e-03
-9.63412500e-08,-9.00937500e-03,2.69218750e-03,3.32500000e-03
-9.63012500e-08,-9.01875000e-03,2.66718750e-03,3.31250000e-03
-9.62612500e-08,-9.02187500e-03,2.64531250e-03,3.29375000e-03
-9.62212500e-08,-9.01875000e-03,2.62656250e-03,3.26875000e-03
-9.61812500e-08,-9.00937500e-03,2.60937500e-03,3.23750000e-03
-9.61412500e-08,-8.99375000e-03,2.59687500e-03,3.20312500e-03
-9.61012500e-08,-8.97812500e-03,2.58593750e-03,3.16875000e-03
-9.60612500e-08,-8.95625000e-03,2.57968750e-03,3.13125000e-03
-9.60212500e-08,-8.93437500e-03,2.57656250e-03,3.09062500e-03
-9.59812500e-08,-8.90937500e-03,2.57500000e-03,3.05625000e-03
-9.59412500e-08,-8.88437500e-03,2.57812500e-03,3.02187500e-03
-9.59012500e-08,-8.86250000e-03,2.58437500e-03,2.99062500e-03
-9.58612500e-08,-8.84062500e-03,2.59375000e-03,2.96562500e-03
-9.58212500e-08,-8.82187500e-03,2.60625000e-03,2.95000000e-03
-9.57812500e-08,-8.80625000e-03,2.62187500e-03,2.94062500e-03
-9.57412500e-08,-8.79375000e-03,2.63906250e-03,2.93750000e-03
-9.57012500e-08,-8.78750000e-03,2.65937500e-03,2.94687500e-03
-9.56612500e-08,-8.78437500e-03,2.68125000e-03,2.96250000e-03
-9.56212500e-08,-8.78750000e-03,2.70468750e-03,2.99062500e-03
-9.55812500e-08,-8.79687500e-03,2.72968750e-03,3.02187500e-03
-9.55412500e-08,-8.81250000e-03,2.75468750e-03,3.06562500e-03
-9.55012500e-08,-8.83437500e-03,2.77812500e-03,3.11250000e-03
-9.54612500e-08,-8.86250000e-03,2.80156250e-03,3.16250000e-03
-9.54212500e-08,-8.89687500e-03,2.82343750e-03,3.21875000e-03
-9.53812500e-08,-8.93750000e-03,2.84218750e-03,3.27500000e-03
-9.53412500e-08,-8.98437500e-03,2.85625000e-03,3.33125000e-03
-9.53012500e-08,-9.03750000e-03,2.86875000e-03,3.38750000e-03
-9.52612500e-08,-9.09687500e-03,2.87656250e-03,3.44062500e-03
-9.52212500e-08,-9.15625000e-03,2.87968750e-03,3.48750000e-03
-9.51812500e-08,-9.22187500e-03,2.87812500e-03,3.53125000e-03
-9.51412500e-08,-9.29062500e-03,2.87343750e-03,3.56562500e-03
-9.51012500e-08,-9.35625000e-03,2.86406250e-03,3.59375000e-03
-9.50612500e-08,-9.42500000e-03,2.85156250e-03,3.61562500e-03
-9.50212500e-08,-9.49062500e-03,2.83750000e-03,3.62812500e-03
-9.49812500e-08,-9.55312500e-03,2.82031250e-03,3.63437500e-03
-9.49412500e-08,-9.60937500e-03,2.80312500e-03,3.63125000e-03
-9.49012500e-08,-9.66250000e-03,2.78750000e-03,3.62500000e-03
-9.48612500e-08,-9.70937500e-03,2.77343750e-03,3.61250000e-03
-9.48212500e-08,-9.75000000e-03,2.76250000e-03,3.59687500e-03
-9.47812500e-08,-9.78125000e-03,2.75468750e-03,3.57500000e-03
-9.47412500e-08,-9.80312500e-03,2.75156250e-03,3.55625000e-03
-9.47012500e-08,-9.81875000e-03,2.75468750e-03,3.53125000e-03
-9.46612500e-08,-9.82500000e-03,2.76406250e-03,3.51250000e-03
-9.46212500e-08,-9.82187500e-03,2.77812500e-03,3.49062500e-03
-9.45812500e-08,-9.81250000e-03,2.80000000e-03,3.47187500e-03
-9.45412500e-08,-9.79687500e-03,2.82656250e-03,3.45625000e-03
-9.45012500e-08,-9.77812500e-03,2.85625000e-03,3.44375000e-03
-9.44612500e-08,-9.75312500e-03,2.89062500e-03,3.43750000e-03
-9.44212500e-08,-9.72500000e-03,2.92656250e-03,3.43125000e-03
-9.43812500e-08,-9.69687500e-03,2.96406250e-03,3.42500000e-03
-9.43412500e-08,-9.67187500e-03,3.00156250e-03,3.42500000e-03
-9.43012500e-08,-9.64375000e-03,3.03437500e-03,3.42500000e-03
-9.42612500e-08,-9.62187500e-03,3.06406250e-03,3.42812500e-03
-9.42212500e-08,-9.60312500e-03,3.08906250e-03,3.42812500e-03
