Model,MSO64
Channel,CH1,,Channel,CH2,,Channel,CH3
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,5000,,Record Length,5000,,Record Length,5000
Zero Index,2449.53125000,,Zero Index,2449.53125000,,Zero Index,2449.53125000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,-0.680000,,yPosition,-2.140000,,yPosition,0.000000

Labels,,,
TIME,CH1,CH2,CH3
-9.79812500e-08,-6.28125000e-03,3.03281250e-03,3.06250000e-03
-9.79412500e-08,-6.26250000e-03,3.03125000e-03,3.07187500e-03
-9.79012500e-08,-6.25625000e-03,3.02968750e-03,3.09062500e-03
-9.78612500e-08,-6.26250000e-03,3.02812500e-03,3.11875000e-03
-9.78212500e-08,-6.27812500e-03,3.02812500e-03,3.15625000e-03
-9.77812500e-08,-6.30312500e-03,3.02812500e-03,3.20312500e-03
-9.77412500e-08,-6.33437500e-03,3.03125000e-03,3.25937500e-03
-9.77012500e-08,-6.36562500e-03,3.03437500e-03,3.32187500e-03
-9.76612500e-08,-6.40000000e-03,3.04062500e-03,3.38750000e-03
-9.76212500e-08,-6.43125000e-03,3.04843750e-03,3.45625000e-03
-9.75812500e-08,-6.45625000e-03,3.05781250e-03,3.52500000e-03
-9.75412500e-08,-6.47812500e-03,3.06875000e-03,3.59375000e-03
-9.75012500e-08,-6.49062500e-03,3.08125000e-03,3.65937500e-03
-9.74612500e-08,-6.49062500e-03,3.09375000e-03,3.71562500e-03
-9.74212500e-08,-6.48125000e-03,3.10781250e-03,3.76562500e-03
-9.73812500e-08,-6.46250000e-03,3.12031250e-03,3.80312500e-03
-9.73412500e-08,-6.43125000e-03,3.13281250e-03,3.83125000e-03
-9.73012500e-08,-6.38750000e-03,3.14375000e-03,3.84375000e-03
-9.72612500e-08,-6.33437500e-03,3.15312500e-03,3.84375000e-03
-9.72212500e-08,-6.27187500e-03,3.15937500e-03,3.83125000e-03
-9.71812500e-08,-6.20000000e-03,3.16250000e-03,3.80312500e-03
-9.71412500e-08,-6.12500000e-03,3.16406250e-03,3.76250000e-03
-9.71012500e-08,-6.04062500e-03,3.16093750e-03,3.71562500e-03
-9.70612500e-08,-5.95312500e-03,3.15625000e-03,3.65625000e-03
-9.70212500e-08,-5.86562500e-03,3.14687500e-03,3.59375000e-03
-9.69812500e-08,-5.77500000e-03,3.13593750e-03,3.52812500e-03
-9.69412500e-08,-5.68437500e-03,3.12343750e-03,3.46250000e-03
-9.69012500e-08,-5.59687500e-03,3.10781250e-03,3.40000000e-03
-9.68612500e-08,-5.51250000e-03,3.09218750e-03,3.34375000e-03
-9.68212500e-08,-5.43437500e-03,3.07500000e-03,3.29375000e-03
-9.67812500e-08,-5.35937500e-03,3.05781250e-03,3.25625000e-03
-9.67412500e-08,-5.29375000e-03,3.04218750e-03,3.22812500e-03
-9.67012500e-08,-5.23437500e-03,3.02656250e-03,3.21250000e-03
-9.66612500e-08,-5.18125000e-03,3.01250000e-03,3.21250000e-03
-9.66212500e-08,-5.13750000e-03,3.00000000e-03,3.22187500e-03
-9.65812500e-08,-5.10312500e-03,2.99062500e-03,3.24687500e-03
-9.65412500e-08,-5.07500000e-03,2.98281250e-03,3.27812500e-03
-9.65012500e-08,-5.05937500e-03,2.97656250e-03,3.31875000e-03
-9.64612500e-08,-5.05312500e-03,2.97187500e-03,3.36875000e-03
-9.64212500e-08,-5.05312500e-03,2.96875000e-03,3.41875000e-03
-9.63812500e-08,-5.06562500e-03,2.96718750e-03,3.46875000e-03
-9.63412500e-08,-5.08437500e-03,2.96718750e-03,3.51875000e-03
-9.63012500e-08,-5.10937500e-03,2.96718750e-03,3.56562500e-03
-9.62612500e-08,-5.14375000e-03,2.96875000e-03,3.60312500e-03
-9.62212500e-08,-5.18437500e-03,2.97031250e-03,3.63437500e-03
-9.61812500e-08,-5.23125000e-03,2.97031250e-03,3.65312500e-03
-9.61412500e-08,-5.27812500e-03,2.97187500e-03,3.66562500e-03
-9.61012500e-08,-5.33125000e-03,2.97187500e-03,3.66875000e-03
-9.60612500e-08,-5.38125000e-03,2.97343750e-03,3.65937500e-03
-9.60212500e-08,-5.43437500e-03,2.97343750e-03,3.64375000e-03
-9.59812500e-08,-5.48125000e-03,2.97500000e-03,3.62187500e-03
-9.59412500e-08,-5.52812500e-03,2.97812500e-03,3.59375000e-03
-9.59012500e-08,-5.56875000e-03,2.98125000e-03,3.56562500e-03
-9.58612500e-08,-5.60625000e-03,2.98593750e-03,3.54062500e-03
-9.58212500e-08,-5.63437500e-03,2.99375000e-03,3.51562500e-03
-9.57812500e-08,-5.65625000e-03,3.00312500e-03,3.49687500e-03
-9.57412500e-08,-5.67187500e-03,3.01406250e-03,3.48437500e-03
-9.57012500e-08,-5.67812500e-03,3.02656250e-03,3.48437500e-03
-9.56612500e-08,-5.68125000e-03,3.04375000e-03,3.49375000e-03
-9.56212500e-08,-5.67500000e-03,3.06093750e-03,3.51250000e-03
-9.55812500e-08,-5.66562500e-03,3.08125000e-03,3.54375000e-03
-9.55412500e-08,-5.65312500e-03,3.10312500e-03,3.58750000e-03
-9.55012500e-08,-5.63437500e-03,3.12500000e-03,3.63750000e-03
-9.54612500e-08,-5.61875000e-03,3.14687500e-03,3.69687500e-03
-9.54212500e-08,-5.60000000e-03,3.16875000e-03,3.76250000e-03
-9.53812500e-08,-5.58437500e-03,3.18906250e-03,3.83125000e-03
-9.53412500e-08,-5.57187500e-03,3.20781250e-03,3.90000000e-03
-9.53012500e-08,-5.56250000e-03,3.22500000e-03,3.96562500e-03
-9.52612500e-08,-5.55937500e-03,3.23750000e-03,4.02812500e-03
-9.52212500e-08,-5.55625000e-03,3.24843750e-03,4.08125000e-03
-9.51812500e-08,-5.56250000e-03,3.25468750e-03,4.12500000e-03
-9.51412500e-08,-5.56875000e-03,3.25781250e-03,4.15625000e-03
-9.51012500e-08,-5.57812500e-03,3.25625000e-03,4.17500000e-03
-9.50612500e-08,-5.59062500e-03,3.25312500e-03,4.18125000e-03
-9.50212500e-08,-5.60625000e-03,3.24687500e-03,4.17187500e-03
-9.49812500e-08,-5.61875000e-03,3.23750000e-03,4.14687500e-03
-9.49412500e-08,-5.62812500e-03,3.22812500e-03,4.11250000e-03
-9.49012500e-08,-5.63437500e-03,3.21718750e-03,4.06250000e-03
-9.48612500e-08,-5.63437500e-03,3.20625000e-03,4.00625000e-03
-9.48212500e-08,-5.62812500e-03,3.19687500e-03,3.94062500e-03
-9.47812500e-08,-5.61250000e-03,3.19062500e-03,3.86875000e-03
-9.47412500e-08,-5.58750000e-03,3.18437500e-03,3.79687500e-03
-9.47012500e-08,-5.55312500e-03,3.18281250e-03,3.72500000e-03
-9.46612500e-08,-5.50937500e-03,3.18437500e-03,3.65312500e-03
-9.46212500e-08,-5.45937500e-03,3.18906250e-03,3.58750000e-03
-9.45812500e-08,-5.39687500e-03,3.19843750e-03,3.52812500e-03
-9.45412500e-08,-5.33125000e-03,3.20937500e-03,3.47500000e-03
-9.45012500e-08,-5.25937500e-03,3.22343750e-03,3.43437500e-03
-9.44612500e-08,-5.18437500e-03,3.23906250e-03,3.40000000e-03
-9.44212500e-08,-5.10937500e-03,3.25625000e-03,3.37500000e-03
-9.43812500e-08,-5.03437500e-03,3.27187500e-03,3.36250000e-03
-9.43412500e-08,-4.96562500e-03,3.28750000e-03,3.35625000e-03
-9.43012500e-08,-4.90312500e-03,3.30156250e-03,3.35937500e-03
-9.42612500e-08,-4.84687500e-03,3.31250000e-03,3.36875000e-03
-9.42212500e-08,-4.80312500e-03,3.32031250e-03,3.38125000e-03
-9.41812500e-08,-4.76875000e-03,3.32343750e-03,3.40000000e-03
